Gender,Age,MonthlyCharges,TotalCharges,TenureMonths,SupportTickets,Churn,ChargesPerMonth,TicketsPerMonth,HighSupport,ShortTenure,IsMonthly,ChargeToAge,Country_Egypt,Country_Kuwait,Country_Saudi Arabia,Country_UAE,SubscriptionType_Basic,SubscriptionType_Premium,SubscriptionType_Standard,ContractType_Monthly,ContractType_Yearly,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Visa,TenureBucket_0-6,TenureBucket_13-24,TenureBucket_25+,TenureBucket_7-12
0,60,100,1600,16,2,0,94.11764705882354,0.11764705882352941,0,0,0,1.6666666666666667,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
1,47,114,456,4,1,0,91.2,0.2,0,1,0,2.425531914893617,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
1,54,91,2275,25,0,0,87.5,0.0,0,0,1,1.6851851851851851,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,43,218,7630,35,1,0,211.94444444444446,0.027777777777777776,0,0,1,5.069767441860465,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
1,32,197,1182,6,1,1,168.85714285714286,0.14285714285714285,0,1,1,6.15625,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1,63,154,3850,25,0,0,148.07692307692307,0.0,0,0,0,2.4444444444444446,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1,46,148,444,3,4,0,111.0,1.0,1,1,1,3.217391304347826,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1,56,242,4114,17,7,1,228.55555555555554,0.3888888888888889,1,0,1,4.321428571428571,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
1,32,113,4068,36,1,0,109.94594594594595,0.02702702702702703,0,0,0,3.53125,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
0,35,186,186,1,4,0,93.0,2.0,1,1,1,5.314285714285714,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1,34,284,7668,27,0,0,273.85714285714283,0.0,0,0,1,8.352941176470589,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1,65,192,1344,7,6,0,168.0,0.75,1,0,0,2.953846153846154,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
0,45,180,5040,28,6,1,173.79310344827587,0.20689655172413793,1,0,0,4.0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
1,21,172,3956,23,5,0,164.83333333333334,0.20833333333333334,1,0,1,8.19047619047619,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,58,279,4464,16,0,1,262.5882352941176,0.0,0,0,1,4.810344827586207,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
0,41,256,7936,31,7,0,248.0,0.21875,1,0,1,6.2439024390243905,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,19,238,1904,8,8,0,211.55555555555554,0.8888888888888888,1,0,0,12.526315789473685,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
0,26,219,3723,17,8,0,206.83333333333334,0.4444444444444444,1,0,0,8.423076923076923,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,30,140,2380,17,6,1,132.22222222222223,0.3333333333333333,1,0,1,4.666666666666667,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
0,43,102,2652,26,8,0,98.22222222222223,0.2962962962962963,1,0,1,2.372093023255814,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,49,200,5000,25,4,0,192.30769230769232,0.15384615384615385,1,0,0,4.081632653061225,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1,44,175,4550,26,7,1,168.5185185185185,0.25925925925925924,1,0,1,3.977272727272727,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
1,25,95,1140,12,0,0,87.6923076923077,0.0,0,0,0,3.8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
1,23,124,1240,10,1,0,112.72727272727273,0.09090909090909091,0,0,1,5.391304347826087,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
1,24,115,920,8,2,0,102.22222222222223,0.2222222222222222,0,0,1,4.791666666666667,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
1,34,296,8288,28,0,0,285.7931034482759,0.0,0,0,0,8.705882352941176,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,19,235,470,2,3,1,156.66666666666666,1.0,1,1,0,12.368421052631579,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
0,23,212,4028,19,8,1,201.4,0.4,1,0,1,9.217391304347826,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,62,273,6279,23,3,0,261.625,0.125,1,0,1,4.403225806451613,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1,59,251,7530,30,3,0,242.90322580645162,0.0967741935483871,1,0,1,4.254237288135593,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
0,28,219,7884,36,3,0,213.0810810810811,0.08108108108108109,1,0,1,7.821428571428571,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0,53,292,8176,28,0,0,281.9310344827586,0.0,0,0,0,5.509433962264151,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
0,50,92,1748,19,0,0,87.4,0.0,0,0,0,1.84,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,47,193,965,5,4,1,160.83333333333334,0.6666666666666666,1,1,0,4.1063829787234045,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
0,45,182,4914,27,2,0,175.5,0.07142857142857142,0,0,1,4.044444444444444,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1,58,157,1727,11,2,0,143.91666666666666,0.16666666666666666,0,0,0,2.706896551724138,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
0,34,97,2037,21,5,0,92.5909090909091,0.22727272727272727,1,0,0,2.8529411764705883,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,31,283,5943,21,5,0,270.1363636363636,0.22727272727272727,1,0,1,9.129032258064516,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1,23,105,2100,20,6,0,100.0,0.2857142857142857,1,0,0,4.565217391304348,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
0,51,98,1274,13,0,1,91.0,0.0,0,0,1,1.9215686274509804,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1,23,238,1190,5,7,1,198.33333333333334,1.1666666666666667,1,1,0,10.347826086956522,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
0,57,181,5611,31,5,0,175.34375,0.15625,1,0,1,3.175438596491228,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
0,61,256,7168,28,6,1,247.17241379310346,0.20689655172413793,1,0,1,4.19672131147541,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,50,125,4375,35,2,0,121.52777777777777,0.05555555555555555,0,0,1,2.5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1,24,127,3175,25,0,0,122.11538461538461,0.0,0,0,1,5.291666666666667,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1,62,111,3108,28,0,0,107.17241379310344,0.0,0,0,0,1.7903225806451613,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,65,117,3276,28,3,0,112.96551724137932,0.10344827586206896,1,0,0,1.8,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,51,121,605,5,1,1,100.83333333333333,0.16666666666666666,0,1,0,2.372549019607843,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1,47,305,8235,27,6,0,294.10714285714283,0.21428571428571427,1,0,0,6.48936170212766,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
0,23,170,2890,17,4,0,160.55555555555554,0.2222222222222222,1,0,0,7.391304347826087,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
1,50,239,1673,7,3,0,209.125,0.375,1,0,0,4.78,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1,31,254,2032,8,7,0,225.77777777777777,0.7777777777777778,1,0,0,8.193548387096774,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,35,125,1500,12,3,1,115.38461538461539,0.23076923076923078,1,0,0,3.5714285714285716,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,65,121,3993,33,6,0,117.44117647058823,0.17647058823529413,1,0,0,1.8615384615384616,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,23,277,5540,20,3,0,263.8095238095238,0.14285714285714285,1,0,1,12.043478260869565,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1,45,111,2553,23,4,1,106.375,0.16666666666666666,1,0,0,2.466666666666667,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,29,295,8850,30,1,0,285.48387096774195,0.03225806451612903,0,0,0,10.172413793103448,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,24,241,2410,10,1,0,219.0909090909091,0.09090909090909091,0,0,1,10.041666666666666,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1,26,113,3051,27,8,1,108.96428571428571,0.2857142857142857,1,0,1,4.346153846153846,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
1,65,128,896,7,8,0,112.0,1.0,1,0,1,1.9692307692307693,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,24,158,3950,25,2,1,151.92307692307693,0.07692307692307693,0,0,1,6.583333333333333,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
1,60,107,749,7,5,1,93.625,0.625,1,0,1,1.7833333333333334,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
1,23,314,6908,22,0,1,300.3478260869565,0.0,0,0,0,13.652173913043478,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
1,18,320,10240,32,2,0,310.3030303030303,0.06060606060606061,0,0,0,17.77777777777778,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1,42,129,1032,8,3,0,114.66666666666667,0.3333333333333333,1,0,0,3.0714285714285716,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,47,267,7743,29,4,0,258.1,0.13333333333333333,1,0,0,5.680851063829787,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0,19,295,2360,8,1,0,262.22222222222223,0.1111111111111111,0,0,1,15.526315789473685,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
0,49,189,3402,18,1,0,179.05263157894737,0.05263157894736842,0,0,0,3.857142857142857,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
1,28,129,3999,31,3,0,124.96875,0.09375,1,0,1,4.607142857142857,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1,43,198,1584,8,5,0,176.0,0.5555555555555556,1,0,0,4.604651162790698,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1,25,110,660,6,6,0,94.28571428571429,0.8571428571428571,1,1,1,4.4,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
1,62,112,560,5,5,0,93.33333333333333,0.8333333333333334,1,1,1,1.8064516129032258,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
1,34,230,8050,35,8,0,223.61111111111111,0.2222222222222222,1,0,1,6.764705882352941,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
0,38,215,2150,10,0,0,195.45454545454547,0.0,0,0,0,5.657894736842105,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
0,46,195,1755,9,1,0,175.5,0.1,0,0,0,4.239130434782608,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1,55,144,3456,24,2,0,138.24,0.08,0,0,0,2.618181818181818,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
1,38,141,3243,23,3,1,135.125,0.125,1,0,1,3.710526315789474,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,55,86,860,10,4,1,78.18181818181819,0.36363636363636365,1,0,1,1.5636363636363637,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,38,95,1425,15,7,0,89.0625,0.4375,1,0,1,2.5,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,26,304,608,2,5,0,202.66666666666666,1.6666666666666667,1,1,1,11.692307692307692,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1,36,109,2943,27,0,1,105.10714285714286,0.0,0,0,1,3.0277777777777777,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
0,22,107,1926,18,5,0,101.36842105263158,0.2631578947368421,1,0,1,4.863636363636363,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
1,58,163,2771,17,7,1,153.94444444444446,0.3888888888888889,1,0,1,2.810344827586207,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
1,38,142,2130,15,3,0,133.125,0.1875,1,0,1,3.736842105263158,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,55,86,86,1,5,0,43.0,2.5,1,1,1,1.5636363636363637,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
0,23,172,3096,18,2,1,162.94736842105263,0.10526315789473684,0,0,1,7.478260869565218,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
0,35,310,930,3,1,0,232.5,0.25,0,1,1,8.857142857142858,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0,46,195,6825,35,1,0,189.58333333333334,0.027777777777777776,0,0,0,4.239130434782608,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,45,104,3120,30,2,0,100.64516129032258,0.06451612903225806,0,0,1,2.311111111111111,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,50,158,2054,13,4,0,146.71428571428572,0.2857142857142857,1,0,0,3.16,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1,28,80,2480,31,8,1,77.5,0.25,1,0,1,2.857142857142857,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,18,212,7420,35,1,0,206.11111111111111,0.027777777777777776,0,0,0,11.777777777777779,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
1,26,125,750,6,8,0,107.14285714285714,1.1428571428571428,1,1,1,4.8076923076923075,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,45,126,1638,13,8,1,117.0,0.5714285714285714,1,0,1,2.8,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,27,254,8636,34,7,0,246.74285714285713,0.2,1,0,1,9.407407407407407,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1,58,90,900,10,2,0,81.81818181818181,0.18181818181818182,0,0,0,1.5517241379310345,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,45,219,4818,22,3,0,209.47826086956522,0.13043478260869565,1,0,1,4.866666666666666,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,62,257,1542,6,7,1,220.28571428571428,1.0,1,1,1,4.145161290322581,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1,33,122,2318,19,8,1,115.9,0.4,1,0,0,3.696969696969697,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,26,206,3502,17,1,0,194.55555555555554,0.05555555555555555,0,0,1,7.923076923076923,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
1,34,107,1605,15,5,1,100.3125,0.3125,1,0,0,3.1470588235294117,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
0,30,191,1528,8,8,1,169.77777777777777,0.8888888888888888,1,0,0,6.366666666666666,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
1,64,181,4525,25,2,0,174.03846153846155,0.07692307692307693,0,0,0,2.828125,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
1,18,273,6552,24,4,0,262.08,0.16,1,0,0,15.166666666666666,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,20,286,8866,31,8,0,277.0625,0.25,1,0,1,14.3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,20,111,1221,11,0,0,101.75,0.0,0,0,0,5.55,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
1,44,255,5865,23,7,1,244.375,0.2916666666666667,1,0,0,5.795454545454546,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,31,142,4828,34,6,1,137.94285714285715,0.17142857142857143,1,0,1,4.580645161290323,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
1,22,207,7452,36,3,0,201.40540540540542,0.08108108108108109,1,0,0,9.409090909090908,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
0,54,103,2884,28,1,1,99.44827586206897,0.034482758620689655,0,0,1,1.9074074074074074,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,42,172,5848,34,0,1,167.0857142857143,0.0,0,0,1,4.095238095238095,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0,24,316,4740,15,5,1,296.25,0.3125,1,0,0,13.166666666666666,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
1,49,264,2112,8,5,1,234.66666666666666,0.5555555555555556,1,0,0,5.387755102040816,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
0,45,292,292,1,6,1,146.0,3.0,1,1,0,6.488888888888889,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,40,87,522,6,2,0,74.57142857142857,0.2857142857142857,0,1,0,2.175,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1,49,91,2639,29,7,1,87.96666666666667,0.23333333333333334,1,0,0,1.8571428571428572,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
1,21,278,556,2,7,0,185.33333333333334,2.3333333333333335,1,1,1,13.238095238095237,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
0,27,202,4444,22,3,0,193.2173913043478,0.13043478260869565,1,0,1,7.481481481481482,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,65,111,666,6,2,0,95.14285714285714,0.2857142857142857,0,1,1,1.7076923076923076,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,41,189,945,5,5,1,157.5,0.8333333333333334,1,1,1,4.609756097560975,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,40,207,828,4,4,1,165.6,0.8,1,1,1,5.175,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
0,60,317,10461,33,5,0,307.6764705882353,0.14705882352941177,1,0,0,5.283333333333333,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
1,57,292,10512,36,5,0,284.1081081081081,0.13513513513513514,1,0,0,5.12280701754386,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1,46,312,6864,22,2,0,298.4347826086956,0.08695652173913043,0,0,1,6.782608695652174,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
1,27,92,1288,14,7,0,85.86666666666666,0.4666666666666667,1,0,0,3.4074074074074074,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,36,110,3300,30,1,1,106.45161290322581,0.03225806451612903,0,0,1,3.0555555555555554,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,65,255,5865,23,2,0,244.375,0.08333333333333333,0,0,0,3.923076923076923,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
1,61,179,4296,24,0,0,171.84,0.0,0,0,0,2.9344262295081966,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1,35,147,882,6,8,1,126.0,1.1428571428571428,1,1,1,4.2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
1,37,117,1521,13,4,0,108.64285714285714,0.2857142857142857,1,0,0,3.1621621621621623,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,57,297,3564,12,3,0,274.15384615384613,0.23076923076923078,1,0,1,5.2105263157894735,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,39,104,1664,16,6,0,97.88235294117646,0.35294117647058826,1,0,1,2.6666666666666665,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,27,157,1570,10,7,0,142.72727272727272,0.6363636363636364,1,0,1,5.814814814814815,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
1,43,120,960,8,5,0,106.66666666666667,0.5555555555555556,1,0,1,2.7906976744186047,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,59,195,6630,34,4,1,189.42857142857142,0.11428571428571428,1,0,0,3.305084745762712,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
0,31,195,4290,22,5,1,186.52173913043478,0.21739130434782608,1,0,1,6.290322580645161,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1,26,187,4675,25,7,0,179.80769230769232,0.2692307692307692,1,0,0,7.1923076923076925,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
0,56,99,1980,20,7,1,94.28571428571429,0.3333333333333333,1,0,0,1.7678571428571428,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0,58,167,1002,6,6,1,143.14285714285714,0.8571428571428571,1,1,1,2.8793103448275863,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
1,34,152,4560,30,3,0,147.09677419354838,0.0967741935483871,1,0,1,4.470588235294118,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1,44,86,258,3,5,1,64.5,1.25,1,1,1,1.9545454545454546,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,34,255,7905,31,7,0,247.03125,0.21875,1,0,1,7.5,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,48,274,3014,11,5,1,251.16666666666666,0.4166666666666667,1,0,1,5.708333333333333,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1,52,262,6812,26,1,0,252.2962962962963,0.037037037037037035,0,0,1,5.038461538461538,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1,37,98,1176,12,8,1,90.46153846153847,0.6153846153846154,1,0,1,2.6486486486486487,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1,47,199,7164,36,5,1,193.6216216216216,0.13513513513513514,1,0,1,4.23404255319149,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
1,59,96,960,10,3,0,87.27272727272727,0.2727272727272727,1,0,1,1.6271186440677967,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,22,164,3772,23,2,0,157.16666666666666,0.08333333333333333,0,0,1,7.454545454545454,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,21,98,490,5,1,1,81.66666666666667,0.16666666666666666,0,1,0,4.666666666666667,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
1,22,295,3540,12,1,1,272.3076923076923,0.07692307692307693,0,0,1,13.409090909090908,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,24,105,525,5,3,0,87.5,0.5,1,1,0,4.375,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1,53,122,1342,11,3,0,111.83333333333333,0.25,1,0,0,2.30188679245283,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,49,121,2057,17,7,1,114.27777777777777,0.3888888888888889,1,0,0,2.4693877551020407,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,39,311,4043,13,6,0,288.7857142857143,0.42857142857142855,1,0,1,7.9743589743589745,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,57,183,2928,16,2,0,172.23529411764707,0.11764705882352941,0,0,0,3.210526315789474,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,50,101,1717,17,0,1,95.38888888888889,0.0,0,0,0,2.02,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
0,52,87,2697,31,0,0,84.28125,0.0,0,0,1,1.6730769230769231,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1,43,94,188,2,0,1,62.666666666666664,0.0,0,1,1,2.186046511627907,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
0,45,213,7668,36,6,1,207.24324324324326,0.16216216216216217,1,0,0,4.733333333333333,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
1,42,293,2344,8,4,0,260.44444444444446,0.4444444444444444,1,0,0,6.976190476190476,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1,52,195,5070,26,4,1,187.77777777777777,0.14814814814814814,1,0,1,3.75,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1,30,169,1690,10,1,0,153.63636363636363,0.09090909090909091,0,0,1,5.633333333333334,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
0,24,295,8260,28,0,0,284.82758620689657,0.0,0,0,1,12.291666666666666,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1,56,283,1132,4,4,1,226.4,0.8,1,1,1,5.053571428571429,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1,50,239,7887,33,5,0,231.97058823529412,0.14705882352941177,1,0,1,4.78,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1,25,129,516,4,5,0,103.2,1.0,1,1,0,5.16,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
0,24,275,7425,27,8,0,265.17857142857144,0.2857142857142857,1,0,1,11.458333333333334,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,19,173,4498,26,4,0,166.59259259259258,0.14814814814814814,1,0,0,9.105263157894736,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,26,197,1576,8,8,0,175.11111111111111,0.8888888888888888,1,0,0,7.576923076923077,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
0,35,239,8604,36,3,0,232.54054054054055,0.08108108108108109,1,0,0,6.828571428571428,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0,33,213,6603,31,3,0,206.34375,0.09375,1,0,1,6.454545454545454,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1,27,166,4980,30,7,1,160.6451612903226,0.22580645161290322,1,0,0,6.148148148148148,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,49,300,300,1,4,0,150.0,2.0,1,1,0,6.122448979591836,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1,39,130,3510,27,8,0,125.35714285714286,0.2857142857142857,1,0,0,3.3333333333333335,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1,53,198,4950,25,3,0,190.3846153846154,0.11538461538461539,1,0,1,3.7358490566037736,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
0,24,173,6055,35,1,0,168.19444444444446,0.027777777777777776,0,0,1,7.208333333333333,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1,30,154,5390,35,3,1,149.72222222222223,0.08333333333333333,1,0,1,5.133333333333334,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1,18,150,4350,29,3,1,145.0,0.1,1,0,0,8.333333333333334,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,59,127,3937,31,4,0,123.03125,0.125,1,0,1,2.152542372881356,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,41,184,1840,10,2,0,167.27272727272728,0.18181818181818182,0,0,0,4.487804878048781,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
1,49,85,850,10,7,0,77.27272727272727,0.6363636363636364,1,0,0,1.7346938775510203,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
1,43,122,1220,10,1,0,110.9090909090909,0.09090909090909091,0,0,1,2.8372093023255816,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
0,30,205,4305,21,4,0,195.6818181818182,0.18181818181818182,1,0,0,6.833333333333333,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
